insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(72000,'1984',2020,'청운동','청운빌라',10,16,144.36,'4-35',11110,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(52500,'2001',2020,'청파동3가','효창리츠빌',10,11,73.62,'132-12',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(35000,'2002',2020,'청파동3가','(132-25)',10,15,41.33,'132-25',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'2013',2020,'청파동3가','삼성빌2(135-6)',10,17,19.3,'135-6',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(47000,'2020',2020,'원효로1가','라온빌',10,5,29.96,'83-14',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42000,'2007',2020,'원효로1가','세종빌리지2차',10,10,39.68,'17-33',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(43000,'2017',2020,'원효로1가','밸류B',10,15,25.94,'17-9',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(48000,'2015',2020,'원효로1가','티엠타운',10,17,29.91,'29-2',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(43000,'2017',2020,'원효로1가','용림빌',10,24,29.34,'22-14',11170,6,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(37500,'2007',2020,'원효로1가','행운빌라',10,24,35.82,'29-34',11170,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(61500,'1991',2020,'원효로1가','반도맨션',10,26,76.44,'13-9',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(38500,'1988',2020,'신창동','원효하이츠빌라(77-29)',10,13,50.26,'77-29',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(41000,'1990',2020,'신창동','럭키빌라',10,17,48.72,'80-25',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(25700,'2013',2020,'원효로3가','(256-0)',10,30,12.74,'256',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(46500,'2008',2020,'효창동','효창팰리스빌(5-573)',10,9,50.67,'5-573',11170,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28500,'2014',2020,'효창동','(5-207)',10,9,29.89,'5-207',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29500,'1994',2020,'효창동','명성빌라',10,13,40.77,'5-147',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(32000,'2014',2020,'효창동','(5-207)',10,15,29.89,'5-207',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(33000,'2018',2020,'효창동','금강프라임빌(5-23)',10,16,28.57,'5-23',11170,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(64000,'1997',2020,'효창동','남마빌라',10,20,83.23,'5-263',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'2011',2020,'효창동','르네상스빌',10,24,21.47,'5-257',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(73500,'1984',2020,'이촌동','새마을(B)',10,5,40.5,'206-9',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(78100,'1971',2020,'이촌동','(203-61)',10,17,46.05,'203-61',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(65000,'1971',2020,'이촌동','(199-44)',10,20,46.45,'199-44',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(48000,'1969',2020,'이태원동','(258-62)',10,15,99.17,'258-62',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(104500,'1998',2020,'이태원동','SUNNY  TOWN',10,15,152.58,'523',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(316000,'2008',2020,'이태원동','라 도무스(152-6)',10,16,243,'152-6',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(100000,'2003',2020,'한남동','힐팰리스하우스빌',10,7,93.25,'1-243',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(137000,'1994',2020,'한남동','정은빌라',10,9,42.94,'649-2',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(50000,'2003',2020,'한남동','(729-21)',10,12,49.32,'729-21',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(72000,'2018',2020,'한남동','투웨니퍼스트',10,12,44.27,'653-79',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(203000,'2008',2020,'한남동','SWEETCASTLE3',10,14,143.83,'776-8',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(79800,'2012',2020,'한남동','베이지하우스',10,14,50.04,'657-17',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(145000,'2001',2020,'한남동','빅토리아빌라',10,16,159.08,'653-9',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(71500,'2018',2020,'한남동','투웨니퍼스트',10,16,44.27,'653-79',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(73000,'2010',2020,'한남동','르네상스빌',10,19,69.45,'684-3',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(50000,'2003',2020,'한남동','(729-21)',10,20,49.32,'729-21',11170,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(137000,'2012',2020,'한남동','(653-86)',10,23,172.8,'653-86',11170,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(158000,'1999',2020,'한남동','한남힐사이드',10,27,172.24,'653-30',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(133000,'1994',2020,'한남동','(686-19)',10,30,77.22,'686-19',11170,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'2019',2020,'서빙고동','서빙고리버빌',10,9,21.01,'271-12',11170,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42500,'2014',2020,'홍익동','레이나D동',10,20,55.68,'17-3',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(39000,'1997',2020,'도선동','금호빌라',10,16,54.85,'317',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(48000,'1985',2020,'마장동','미성주택',10,5,73.71,'767-56',11200,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29500,'2016',2020,'마장동','Bella',10,7,29.98,'796-1',11200,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(36000,'2014',2020,'마장동','마인하임',10,20,54.53,'564-11',11200,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(34000,'2001',2020,'마장동','(797-18)',10,23,62.09,'797-18',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(42000,'1983',2020,'마장동','삼성빌라',10,29,65.85,'798-4',11200,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'1991',2020,'사근동','극동빌라',10,14,32.31,'212-1',11200,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'1981',2020,'사근동','(291-32)',10,30,47.9,'291-32',11200,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17900,'1993',2020,'응봉동','(265-32)',10,12,49.04,'265-32',11200,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9000,'1994',2020,'응봉동','(265-77)',10,23,26.34,'265-77',11200,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11000,'1994',2020,'응봉동','(265-70)',10,29,49.08,'265-70',11200,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28000,'1997',2020,'금호동1가','대현빌라',10,10,59.34,'13',11200,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21700,'1996',2020,'금호동1가','(141-0)',10,10,49.38,'141',11200,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5000,'1996',2020,'금호동1가','(167-74)',10,20,19.74,'167-74',11200,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26000,'1994',2020,'금호동1가','(24-0)',10,22,43.49,'24',11200,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'1999',2020,'금호동1가','(41-0)',10,23,40.07,'41',11200,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(35000,'2009',2020,'금호동1가','보람맨션',10,23,60.04,'128-8',11200,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18000,'1998',2020,'금호동1가','영제빌라',10,23,29.4,'1815-5',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29800,'1994',2020,'금호동1가','(162-0)',10,26,59.86,'162',11200,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16700,'1996',2020,'금호동1가','(155-0)',10,27,33.18,'155',11200,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(77000,'2005',2020,'금호동2가','삼성빌12차',10,5,51.97,'501-71',11200,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(75000,'1997',2020,'금호동3가','남지빌라2차',10,22,48.4,'15',11200,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(33500,'2003',2020,'금호동3가','삼성빌6차',10,22,44.19,'781-3',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(33000,'1997',2020,'금호동3가','동호빌라',10,24,58.74,'818',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(59000,'1997',2020,'금호동4가','(1078-7)',10,16,60.41,'1078-7',11200,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(53500,'2004',2020,'금호동4가','부영',10,17,71.9,'1457',11200,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(55500,'1990',2020,'성수동1가','영동주택1,2동',10,12,36.48,'656-1806',11200,2,0,false,true);
